pdb_id,cutoff,from_pdb_id
2CV0,2001-09-01,1G59
2CV1,2001-09-01,1G59
2CV2,2001-09-01,1G59
2CZJ,2006-10-31,2CZJ
2D17,2005-11-01,2D17
2D18,2005-11-01,2D18
2D19,2005-11-01,2D18
2D1A,2005-11-01,2D1A
2D1B,2005-11-01,2D1A
2D2K,2005-11-01,2D2K
2D2L,2005-11-01,2D2K
2D3O,2001-10-26,1JZX
2D6F,2006-07-11,2D6F
2DB3,1998-04-29,1A34
2DD1,2004-11-09,1XV0
2DD2,2004-11-09,1XV0
2DD3,2004-11-09,1XV0
2DER,2006-08-15,2DER
2DET,2006-08-15,2DER
2DEU,2006-08-15,2DER
2DLC,2007-06-12,2DLC
2DQO,2000-05-15,479D
2DQP,2000-05-15,479D
2DQQ,2000-05-15,479D
2DR2,2006-07-11,2AKE
2DR5,2006-10-31,2DR5
2DR7,2006-10-31,2DR5
2DR8,2006-10-31,2DR5
2DR9,2006-10-31,2DR5
2DRA,2006-10-31,2DR5
2DRB,2006-10-31,2DR5
2DU3,2007-03-13,2DU3
2DU4,2007-03-13,2DU3
2DU5,2007-03-13,2DU5
2DU6,2007-03-13,2DU6
2DVI,2006-10-31,2DR5
2DXI,2001-09-01,1G59
2E2H,2004-03-02,1SFO
2E2I,2004-03-02,1SFO
2E2J,2004-03-02,1SFO
2E5L,2000-09-25,1FJG
2E9R,2007-06-26,2E9R
2E9T,2007-06-26,2E9T
2E9Z,2007-06-26,2E9R
2EC0,2007-06-26,2E9Z
2EES,2007-11-13,2EES
2EET,2007-11-13,2EET
2EEU,2007-11-13,2EEU
2EEV,2007-11-13,2EEV
2EEW,2007-11-13,2EEW
2ERR,2006-01-10,2ERR
2ES5,2006-01-24,2ES5
2ESE,2006-01-24,2ES5
2ESI,2003-04-08,1LC4
2ESJ,2002-05-18,1J7T
2ET3,2002-05-18,1J7T
2ET4,2002-05-18,1J7T
2ET5,2002-05-18,1J7T
2ET8,2002-05-18,1J7T
2EUY,2006-01-03,2EUY
2EVY,2006-08-22,2EVY
2EZ6,2006-02-07,2EZ6
2F4S,2002-05-18,1J7T
2F4T,2002-05-18,1J7T
2F4U,2002-05-18,1J7T
2F4V,2000-09-25,1FJG
2F4X,2006-02-28,2F4X
2F87,2006-08-08,2F87
2F88,2006-02-28,2F88
2F8K,2006-01-24,2F8K
2F8S,2006-10-31,2F8S
2F8T,2006-10-31,2F8T
2FCX,2005-10-18,1XP7
2FCY,2005-10-18,1XP7
2FCZ,2005-10-18,1XP7
2FD0,2005-10-18,1XP7
2FDT,2006-12-05,2FDT
2FEY,2006-06-27,2FEY
2FGP,2005-11-01,2D2K
2FK6,2006-03-21,2FK6
2FMT,1999-07-29,2FMT
2FQN,2006-02-14,2FQN
2FTC,2006-04-11,2FTC
2FY1,2007-02-06,2FY1
2FZ2,1999-04-26,2A8V
2G1G,2006-06-20,2G1G
2G1W,2006-04-11,2G1W
2G32,2001-09-14,439D
2G3S,2000-11-13,1EKD
2G4B,2000-10-30,1DDL
2G5K,2006-02-14,2FQN
2G8F,2006-04-25,2G8F
2G8H,2006-04-25,2G8F
2G8I,2006-04-25,2G8F
2G8K,2006-04-25,2G8F
2G8U,2006-04-25,2G8F
2G8V,2006-04-25,2G8F
2G8W,2006-04-25,2G8F
2G91,2007-04-03,2G91
2G92,2006-04-18,2G92
2G9C,2006-05-23,2B57
2GBH,2006-04-11,2GBH
2GCS,2006-09-26,2GCS
2GCV,2006-09-26,2GCS
2GDI,2006-07-04,2GDI
2GIC,2006-08-22,2GIC
2GIO,2006-06-20,2GIO
2GIP,2006-06-20,2GIP
2GIS,2006-07-04,2GIS
2GJE,2006-09-05,2GJE
2GJW,2006-09-12,2GJW
2GM0,2006-04-25,2GM0
2GO5,2002-06-28,1L9A
2GPM,2001-09-14,439D
2GQ4,2001-09-14,439D
2GQ5,2001-09-14,439D
2GQ6,2001-09-14,439D
2GQ7,2001-09-14,439D
2GRW,2007-03-06,2GRW
2GTT,2006-09-19,2GTT
2GUN,1999-01-05,421D
2GV3,2006-08-08,2GV3
2GV4,2007-03-20,2GV4
2GVO,2007-05-08,2GVO
2GXB,2007-05-01,2GXB
2H0S,2006-09-26,2GCS
2H0W,2006-09-26,2GCS
2H0X,2006-09-26,2GCS
2H0Z,2006-09-26,2GCS
2H1M,1999-01-13,420D
2H49,2006-11-21,2H49
2HEM,2006-09-12,2HEM
2HGH,2006-08-01,2HGH
2HHH,2000-09-25,1FJG
2HNS,2006-10-31,2HNS
2HO6,2006-09-26,2GCS
2HO7,2006-09-26,2GCS
2HOJ,2006-09-19,2HOJ
2HOK,2006-09-19,2HOJ
2HOL,2006-09-19,2HOJ
2HOM,2006-09-19,2HOJ
2HOO,2006-09-19,2HOJ
2HOP,2006-09-19,2HOJ
2HT1,2003-07-22,1PVO
2HUA,2007-04-17,2HUA
2HVY,2006-09-12,2HVY
2HW8,2006-12-19,2HW8
2HYI,2002-11-29,1N32
2I2Y,2006-12-12,2I2Y
2I7E,2005-07-26,2ADT
2I7Z,2005-07-26,2ADT
2I82,2006-11-21,2I82
2I91,2006-10-17,2I91
2IHX,2007-01-16,2IHX
2IL9,2007-02-13,2IL9
2IRN,2007-02-20,2IRN
2IRO,2007-02-20,2IRO
2IX1,2006-10-05,2IX1
2IXY,2006-09-06,2IXY
2IXZ,2006-09-06,2IXZ
2IY3,2006-11-02,2IY3
2IY5,2000-03-06,1EIY
2IZ8,2006-07-27,2IZ8
2IZ9,1997-04-21,1ZDI
2IZM,2007-07-03,2IZM
2IZN,2006-07-27,2IZN
2J0Q,2006-08-30,2J0Q
2J0S,2006-08-30,2J0Q
2J28,2000-04-10,1C2X
2J37,2002-06-28,1L9A
2JA5,2007-02-20,2JA5
2JA6,2007-02-20,2JA5
2JA7,2007-02-20,2JA5
2JA8,2007-02-20,2JA8
2JEA,2007-04-03,2JEA
2JJA,2008-07-22,2JJA
2JLT,2007-10-30,2PN9
2JLU,2008-11-25,2JLU
2JLV,2008-11-25,2JLU
2JLW,2008-11-25,2JLU
2JLX,2008-11-25,2JLU
2JLY,2008-11-25,2JLU
2JLZ,2008-11-25,2JLU
2JPP,2007-08-21,2JPP
2JQ7,1999-08-31,1QD7
2JR4,2007-07-24,2JR4
2JRG,2007-05-15,2UU9
2JRQ,2007-05-15,2UU9
2JSE,2007-11-20,2JSE
2JSG,2007-07-24,2JR4
2JTP,2007-10-02,2JTP
2JUK,2003-08-05,1PJY
2JWV,2008-01-08,2JWV
2JXQ,2008-05-20,2JXQ
2JXS,2008-05-20,2JXQ
2JXV,2008-04-29,2JXV
2JYF,2005-07-26,2ADT
2JYH,2005-07-26,2ADT
2JYJ,2005-07-26,2ADT
2JYM,2008-04-29,2JYM
2K3Z,2008-11-04,2K3Z
2K41,2008-11-04,2K3Z
2K4C,2008-12-09,2K4C
2K5Z,2009-07-14,2K5Z
2K65,2009-07-14,2K65
2K66,2009-07-14,2K66
2K7E,2008-10-07,2K7E
2K95,2008-11-25,2K95
2K96,2005-03-15,1YMO
2KBP,2009-03-24,2KBP
2KD4,2009-04-07,2KD4
2KD8,2010-01-19,2KD8
2KDQ,1996-11-08,1ARJ
2KE6,2010-01-26,2KE6
2KEZ,2002-05-29,1LC6
2KF0,2002-05-29,1LC6
2KFY,2010-06-09,2KFY
2KG0,2010-06-09,2KFY
2KG1,2010-06-09,2KFY
2KGP,1999-08-31,1QC8
2KH9,2010-03-09,2KH9
2KHY,2010-02-16,2KHY
2KM8,2010-07-28,2KM8
2KMJ,2009-08-18,2KMJ
2KOC,2009-12-01,2KOC
2KP3,1995-10-15,219D
2KP4,1995-10-15,219D
2KPC,2010-06-30,2KPC
2KPD,2010-06-30,2KPD
2KPV,2010-08-04,2KPV
2KRL,2011-02-09,2KRL
2KRP,2010-12-01,2KRP
2KRW,2010-12-01,2KRP
2KRY,2010-08-18,2KRY
2KRZ,2010-08-18,2KRZ
2KTZ,2010-04-28,2KTZ
2KU0,2010-04-28,2KTZ
2KUR,2010-05-19,2KUR
2KUU,2010-05-19,2KUU
2KUV,2010-05-19,2KUV
2KUW,2010-05-19,2KUW
2KVN,2010-07-07,2KVN
2KWG,2010-07-21,2KWG
2KX5,1996-11-08,1ARJ
2KX8,2010-09-08,2KX8
2KXM,2011-04-20,2KXM
2KXN,2011-03-16,2KXN
2KXZ,2010-06-02,2KXZ
2KY0,2010-06-02,2KY0
2KY1,2010-06-02,2KY1
2KY2,2010-06-02,2KY2
2KYD,2010-07-07,2KYD
2KYE,2003-05-13,1OQ0
2KZL,2011-02-23,2KZL
2L1F,2010-10-27,2L1F
2L1V,2010-09-01,2L1V
2L2J,2010-10-27,2L2J
2L2K,2010-10-27,2L2J
2L3C,2010-10-27,2L3C
2L3E,2010-11-17,2L3E
2L3J,2010-10-27,2L3J
2L41,2010-11-17,2L41
2L5D,2011-04-20,2L5D
2L5Z,2011-02-16,2L5Z
2L6I,2011-03-23,2L6I
2L8C,2011-02-23,2L8C
2L8F,2011-08-31,2L8F
2L8H,1996-11-08,1ARJ
2L8U,2011-02-23,2L8C
2L8W,2011-02-23,2L8C
2L94,2005-06-14,1Z2J
2L9E,2000-11-22,1FEQ
2LA5,2011-06-08,2LA5
2LA9,2011-08-03,2LA9
2LAC,2011-08-03,2LA9
2LAR,1999-11-29,1C2Q
2LB4,1999-11-29,1C2Q
2LBJ,2012-04-04,2LBJ
2LBK,2012-04-04,2LBK
2LBL,2012-04-04,2LBL
2LBQ,2011-08-03,2LA9
2LBR,2011-08-03,2LA9
2LBS,2011-08-31,2LBS
2LC8,2011-11-23,2LC8
2LDL,2011-12-28,2LDL
2LDT,2011-09-07,2LDT
2LDZ,1998-11-25,1LDZ
2LEB,2011-11-23,2LEB
2LEC,2011-11-23,2LEC
2LHP,2012-07-25,2LHP
2LI4,2012-08-22,2LI4
2LI8,2011-12-07,2LI8
2LJJ,2012-09-19,2LJJ
2LK3,2012-02-22,2LK3
2LKR,2012-02-22,2LKR
2LP9,2012-05-16,2LP9
2LPA,2012-05-16,2LPA
2LPS,2004-02-03,1R2P
2LPT,2006-02-28,2F88
2LQZ,2012-08-01,2LQZ
2LU0,2013-04-10,2LU0
2LUB,2012-07-25,2LUB
2LUN,2013-12-18,2LUN
2LUP,2004-06-01,1T4L
2LV0,2013-06-26,2LV0
2LWK,2001-09-19,1JO7
2LX1,2012-11-21,2LX1
2M12,2013-10-23,2M12
2M18,2013-04-17,2M18
2M1O,2013-02-13,2M1O
2M1V,2013-12-18,2M23
2M21,2013-03-20,2M21
2M22,2013-03-20,2M22
2M23,2009-07-14,2K65
2M24,2013-12-18,2M23
2M4Q,1997-09-17,1PBR
2M4W,2014-03-05,2M4W
2M57,2014-02-26,2M57
2M58,2013-04-03,2M58
2M5U,2014-04-02,2M5U
2M8D,2013-07-10,2M8D
2M8K,2013-06-19,2M8K
2MB0,2014-04-09,2MB0
2MEQ,2003-04-01,1MVR
2MER,2003-04-01,1MVR
2MF0,2014-05-21,2MF0
2MF1,2014-05-21,2MF0
2MFC,2014-02-26,2MFC
2MFD,2014-10-15,2MFD
2MFE,2014-02-26,2MFE
2MFF,2014-02-26,2MFF
2MFG,2014-02-26,2MFG
2MFH,2014-02-26,2MFH
2MGZ,2014-08-13,2MGZ
2MHI,2013-12-25,2MHI
2MI0,2014-01-15,2MI0
2MIS,2011-02-16,2L5Z
2MIY,2014-01-29,2MIY
2MJH,2014-05-28,2MJH
2MKI,2014-07-23,2MKI
2MKK,2014-07-23,2MKK
2MKN,2014-03-19,2MKN
2MN0,2015-04-15,2MN0
2MNC,2014-10-01,2MNC
2MQO,2015-12-23,2MQO
2MQP,2015-12-23,2MQP
2MQQ,2015-12-23,2MQQ
2MQT,2014-09-10,2MQT
2MQV,2014-09-10,2MQT
2MS0,2014-09-10,2MS1
2MS1,2014-09-10,2MS1
2MS5,2015-01-28,2MS5
2MTJ,2014-10-22,2MTJ
2MTK,2014-10-22,2MTJ
2MTV,2014-11-26,2MTV
2MVS,2015-09-16,2MVS
2MVY,2015-09-16,2MVS
2MXJ,2015-05-06,2MXJ
2MXK,2015-05-06,2MXK
2MXL,2015-05-06,2MXL
2MXS,2011-04-20,2KXM
2MXY,2015-02-25,2MXY
2MZ1,2015-04-08,2MZ1
2N0J,2011-04-20,2KXM
2N0R,2015-05-20,2N0R
2N1Q,2015-05-27,2N1Q
2N2O,2015-08-05,2N2O
2N2P,2015-08-05,2N2P
2N3O,2016-08-10,2N3O
2N3Q,2015-07-15,2N3Q
2N3R,2015-07-15,2N3Q
2N4J,2014-07-09,4V7R
2N4L,2015-12-02,2N4L
2N6S,2016-08-03,2N6S
2N6T,2016-08-03,2N6T
2N6W,2016-08-03,2N6W
2N6X,2016-08-03,2N6X
2N7C,2016-10-12,2N7C
2N7M,2015-12-30,2N7M
2N7X,2016-04-13,2N7X
2N82,2016-04-13,2N7X
2N8L,2017-01-25,2N8L
2N8M,2017-01-25,2N8M
2N8V,2015-11-11,2N8V
2NBX,2016-08-10,2NBX
2NBY,2016-08-10,2NBY
2NBZ,2016-08-10,2NBZ
2NC0,2016-08-10,2NC0
2NC1,2016-08-10,2NC1
2NCI,2016-09-28,2NCI
2NCQ,2017-04-19,2NCQ
2NCR,2017-04-19,2NCQ
2NOK,2007-02-13,2NOK
2NOQ,2006-11-21,2NOQ
2NPY,2005-11-01,2D2K
2NPZ,2005-11-01,2D2K
2NQP,2007-05-15,2NQP
2NR0,2007-05-15,2NR0
2NRE,2007-05-15,2NR0
2NUE,2007-11-20,2NUE
2NUF,2007-11-20,2NUF
2NUG,2007-11-20,2NUG
2NVQ,2004-03-02,1SFO
2NVT,2005-01-04,1Y1W
2NVX,2004-03-02,1SFO
2NVZ,2004-03-02,1SFO
2NZ4,2007-01-16,2NZ4
2O32,2007-02-06,2O32
2O33,2007-02-06,2O33
2O3V,2006-02-14,2FQN
2O3W,2006-02-14,2FQN
2O3X,2003-04-08,1LC4
2O3Y,2006-02-14,2FQN
2O43,2001-10-26,1JZX
2O44,2001-10-26,1JZX
2O45,2001-10-26,1JZX
2O5I,2007-07-03,2O5I
2O5J,2007-07-03,2O5I
2O81,2007-07-10,2O81
2O83,2007-07-10,2O83
2OB7,2007-01-23,2OB7
2OE5,2007-02-13,2OE5
2OE6,2007-02-13,2OE6
2OE8,2007-02-13,2OE6
2OEU,2007-02-20,2OEU
2OGM,2001-10-26,1JZX
2OGN,2001-10-26,1JZX
2OGO,2001-10-26,1JZX
2OIH,2004-05-18,1SJ3
2OIJ,2002-08-23,1JU1
2OIU,2007-03-13,2OIU
2OIY,2002-08-23,1JU1
2OJ0,2002-08-23,1JU1
2OJ3,2004-05-18,1SJ3
2OJ7,2007-05-22,2OJ7
2OJ8,2007-05-22,2OJ7
2OM3,1989-01-09,2TMV
2OM7,2001-07-20,1JGO
2OOM,2007-10-30,2PN9
2OTJ,2000-08-14,1FFK
2OTL,2000-08-14,1FFK
2OUE,2005-11-01,2D2K
2OZB,2007-03-20,2OZB
2P7D,2005-11-01,2D2K
2P7E,2005-11-01,2D2K
2P7F,2005-11-01,2D2K
2P89,2006-01-03,2EUY
2PCV,2007-05-08,2PCV
2PCW,2007-05-08,2PCV
2PJP,2002-11-13,1MFK
2PLY,2005-01-25,1WSU
2PN3,2007-02-13,2NOK
2PN4,2007-02-13,2NOK
2PN9,2007-10-30,2PN9
2PO1,1998-04-29,1A34
2PPB,2007-07-03,2O5I
2PWT,2002-05-18,1J7T
2PXB,2007-08-07,2PXB
2PXD,2007-08-07,2PXD
2PXE,2007-08-07,2PXE
2PXF,2007-08-07,2PXF
2PXK,2007-08-07,2PXK
2PXL,2007-08-07,2PXL
2PXP,2007-08-07,2PXP
2PXQ,2007-08-07,2PXQ
2PXT,2007-08-07,2PXT
2PXU,2007-08-07,2PXU
2PXV,2007-08-07,2PXV
2PY9,2007-06-12,2PY9
2Q1O,2007-10-30,2Q1O
2Q1R,1994-05-31,157D
2Q66,2007-08-28,2Q66
2QA4,2000-08-14,1FFK
2QBZ,2007-09-18,2QBZ
2QEK,2005-10-18,1XP7
2QEX,2000-08-14,1FFK
2QH2,2007-09-25,2QH2
2QH3,2007-09-25,2QH3
2QH4,2007-09-25,2QH4
2QK9,2007-11-13,2QK9
2QKB,2007-11-13,2QK9
2QKK,2007-11-13,2QKK
2QQP,2001-05-04,1IBL
2QUS,2008-07-15,2QUS
2QUW,2008-07-15,2QUW
2QUX,2007-12-18,2QUX
2QWY,2008-01-22,2QWY
2R1G,2006-11-21,2NOQ
2R1S,2007-09-25,2R1S
2R20,2007-09-25,2R1S
2R21,2007-09-25,2R1S
2R22,2007-09-25,2R1S
2R7R,2008-07-29,2R7R
2R7S,2008-07-29,2R7S
2R7T,2008-07-29,2R7T
2R7U,2008-07-29,2R7U
2R7V,2008-07-29,2R7V
2R7W,2008-07-29,2R7R
2R7X,2008-07-29,2R7R
2R7Y,2006-04-25,2G8F
2R7Z,2007-11-20,2R7Z
2R8S,2001-04-12,1HR2
2R92,2007-11-27,2R92
2R93,2007-11-27,2R93
2RD2,2005-06-07,1ZJW
2RDO,2000-04-10,1C2X
2RE8,2005-06-07,1ZJW
2RFK,2008-02-05,2RFK
2RKJ,2004-12-21,1Y0Q
2RLU,2008-02-26,2RLU
2RN1,1997-10-15,1KIS
2RO2,2008-12-30,2RO2
2RP0,2009-03-31,2RP0
2RP1,2009-03-31,2RP0
2RPK,2008-12-30,2RPK
2RPT,2009-08-25,2RPT
2RQC,2009-08-04,2RQC
2RQJ,2009-11-17,2RQJ
2RRA,2011-04-27,2RRA
2RRC,2011-06-29,2RRC
2RS2,2011-12-28,2RS2
2RSK,2009-11-17,2RQJ
2RU3,2014-08-13,2RU3
2RU7,2009-11-17,2RQJ
2RVO,2017-02-08,2RVO
2TMV,1989-01-09,2TMV
2TOB,1999-06-22,2TOB
2TPK,1998-11-04,2TPK
2TRA,1987-11-06,2TRA
2U2A,1998-03-04,1U2A
2UU9,2000-09-25,1FJG
2UUA,2000-09-25,1FJG
2UUB,2000-09-25,1FJG
2UUC,2000-09-25,1FJG
2UWM,2005-01-25,1WSU
2UXB,2000-09-25,1FJG
2UXC,2000-09-25,1FJG
2UXD,2007-10-02,2UXD
2V0G,2007-07-03,2V0G
2V3C,2007-09-04,2V3C
2V6W,2007-11-06,2V6W
2V7R,2008-03-18,2V7R
2VAL,2007-10-16,2VAL
2VAZ,2007-10-02,2VAZ
2VNU,1998-04-29,1A34
2VOD,2008-05-06,2VOD
2VON,2008-05-06,2VON
2VOO,2000-10-30,1DDL
2VOP,2008-05-06,2VOP
2VPL,2005-04-12,1U63
2VQE,2000-09-25,1FJG
2VQF,2000-09-25,1FJG
2VRT,2000-10-30,1DDL
2VUM,2005-01-04,1Y1W
2VUQ,2009-03-10,2VUQ
2W2H,2008-12-09,2W2H
2W89,2009-11-17,2W89
2WJ8,2009-12-08,2WJ8
2WNA,2010-02-16,2WNA
2WW9,2009-12-08,2WW9
2WWA,2009-12-08,2WW9
2WWB,2009-12-08,2WW9
2WYY,2006-08-22,2GIC
2X1A,2010-02-02,2X1A
2X1F,2010-02-02,2X1A
2X2Q,2009-07-28,3GVN
2X7N,2010-03-31,2X7N
2XB2,2006-08-30,2J0Q
2XBM,2010-09-29,2XBM
2XC6,2011-05-04,2XC6
2XC7,2010-04-28,2XC7
2XD0,2011-01-12,2XD0
2XDB,2011-01-12,2XD0
2XDD,2011-01-12,2XD0
2XEA,1989-01-09,2TMV
2XEB,2010-05-26,2XEB
2XFM,2011-01-26,2XFM
2XGJ,2007-08-28,2Q66
2XKV,2010-12-15,2XKV
2XLI,2010-09-22,2XLI
2XLJ,2010-09-22,2XLI
2XLK,2010-09-22,2XLI
2XNR,2010-09-08,2XNR
2XNW,2006-05-23,2B57
2XNZ,2006-05-23,2B57
2XO0,2006-05-23,2B57
2XO1,2011-04-06,2XO1
2XPJ,1999-04-26,2A8V
2XS2,2011-10-05,2XS2
2XS5,2011-10-05,2XS5
2XS7,2011-10-05,2XS7
2XSL,2011-08-10,2XSL
2XXA,2011-03-02,2XXA
2XZL,1998-04-29,1A34
2XZO,2000-10-30,1DDL
2Y8W,2011-05-18,2Y8W
2Y8Y,2011-05-18,2Y8W
2Y95,2011-10-26,2Y95
2Y9H,2011-05-18,2Y8W
2YDH,2011-09-07,2YDH
2YGH,2011-09-07,2YGH
2YH1,1998-04-29,1A34
2YHM,2012-01-25,2YHM
2YIE,2011-08-31,2YIE
2YIF,2011-08-31,2YIE
2YJY,2011-06-08,2YJY
2YKG,2011-10-26,2YKG
2YKR,2009-02-03,3DG0
2YU9,2004-03-02,1SFO
2Z74,2006-09-26,2GCS
2Z75,2006-09-26,2GCS
2Z9Q,1978-04-12,4TNA
2ZH1,2006-10-31,2DR5
2ZH2,2006-10-31,2DR5
2ZH3,2006-10-31,2DR5
2ZH4,2006-10-31,2DR5
2ZH5,2006-10-31,2DR5
2ZH6,2006-10-31,2DR5
2ZH7,2006-10-31,2DR5
2ZH8,2006-10-31,2DR5
2ZH9,2006-10-31,2DR5
2ZHA,2006-10-31,2DR5
2ZHB,2006-10-31,2DR5
2ZI0,2008-07-22,2ZI0
2ZJP,2001-10-26,1JZX
2ZJQ,2001-10-26,1JZX
2ZJR,2001-10-26,1JZX
2ZKO,2008-07-22,2ZI0
2ZM5,2008-10-21,3BBV
2ZM6,2000-09-25,1FJG
2ZNI,2008-12-30,2ZNI
2ZUE,2009-08-18,2ZUE
2ZUF,2009-08-18,2ZUE
2ZXU,2008-10-21,3BBV
2ZY6,2009-06-30,2ZY6
2ZZM,2009-09-15,2ZZM
2ZZN,2009-09-15,2ZZN
300D,1996-02-06,1MME
301D,1996-02-06,1MME
310D,1997-06-24,310D
353D,1997-11-10,353D
354D,1997-11-26,354D
357D,1994-01-31,1ELH
359D,1996-02-06,1MME
361D,1998-07-01,361D
364D,1994-01-31,1ELH
377D,1998-08-10,377D
379D,1996-02-06,1MME
387D,2003-08-26,387D
397D,1998-09-11,397D
398D,1998-10-06,398D
3A2K,2009-10-20,3A2K
3A3A,2009-08-11,3A3A
3A6P,2009-12-08,3A6P
3ADB,2010-07-28,3ADB
3ADC,2010-07-28,3ADB
3ADD,2010-07-28,3ADB
3ADI,2010-05-26,3ADI
3ADL,2010-05-26,3ADL
3AEV,2010-04-21,3AEV
3AF6,2002-11-29,1N32
3AGV,2010-11-10,3AGV
3AHU,2011-07-13,3AHU
3AKZ,2010-09-29,3AKZ
3AL0,2010-09-29,3AKZ
3AM1,2010-12-29,3AM1
3AMT,2011-10-19,3AMT
3AMU,2011-10-19,3AMT
3AOH,2010-12-08,3AOH
3AOI,2010-12-08,3AOH
3AVT,2012-01-18,3AVT
3AVU,2012-01-18,3AVU
3AVV,2012-01-18,3AVV
3AVW,2012-01-18,3AVU
3AVX,2012-01-18,3AVV
3AVY,2012-01-18,3AVY
3B0U,2011-12-14,3B0U
3B0V,2011-12-14,3B0V
3B31,2007-12-25,3B31
3B4A,2006-09-26,2H0S
3B4B,2006-09-26,2GCS
3B4C,2006-09-26,2GCS
3B58,2005-11-01,2D2K
3B5A,2005-11-01,2D2K
3B5F,2005-11-01,2D2K
3B5S,2005-11-01,2D2K
3B91,2005-11-01,2D2K
3BBI,2005-11-01,2D2K
3BBK,2005-11-01,2D2K
3BBM,2005-11-01,2D2K
3BBV,2008-10-21,3BBV
3BBX,2000-04-10,1C2X
3BNL,2003-04-08,1LC4
3BNN,2008-06-24,3BNN
3BNO,2008-06-24,3BNO
3BNP,2008-06-24,3BNP
3BNQ,2008-06-24,3BNQ
3BNR,2008-06-24,3BNQ
3BNS,2008-06-24,3BNQ
3BNT,2008-06-24,3BNT
3BO0,2008-12-09,3BO0
3BO1,2008-12-09,3BO0
3BO2,2004-08-10,1U6B
3BO3,2004-08-10,1U6B
3BO4,2004-08-10,1U6B
3BOY,2008-01-15,3BOY
3BSB,2008-04-08,3BSB
3BSN,2008-01-08,3BSN
3BSO,2008-01-08,3BSN
3BSU,2005-07-12,1ZBI
3BSX,2008-04-08,3BSX
3BT7,2008-04-29,3BT7
3BWP,2008-04-15,3BWP
3BX2,2008-03-11,3BX2
3BX3,2008-03-11,3BX3
3C44,2005-10-18,1XP7
3CC2,2005-04-26,1YHQ
3CC4,2005-04-26,1YHQ
3CC7,2005-04-26,1YHQ
3CCE,2005-04-26,1YHQ
3CCJ,2005-04-26,1YHQ
3CCL,2005-04-26,1YHQ
3CCM,2005-04-26,1YHQ
3CCQ,2005-04-26,1YHQ
3CCR,2005-04-26,1YHQ
3CCS,2005-04-26,1YHQ
3CCU,2005-04-26,1YHQ
3CCV,2005-04-26,1YHQ
3CD6,2002-02-22,1KQS
3CF5,2001-10-26,1JZX
3CGP,2008-07-01,3CGP
3CGQ,2008-07-01,3CGP
3CGR,2008-07-01,3CGR
3CGS,2008-07-01,3CGP
3CIY,2008-05-06,3CIY
3CJZ,2008-10-14,3CJZ
3CMA,2002-02-22,1KQS
3CME,2002-02-22,1KQS
3CPW,2000-08-14,1FFK
3CQS,2005-11-01,2D2K
3CR1,2005-11-01,2D2K
3CUL,2008-06-24,3CUL
3CUN,2008-06-24,3CUL
3CW1,2009-03-24,3CW1
3CW5,1999-07-29,2FMT
3CW6,1999-07-29,2FMT
3CXC,2000-08-14,1FFK
3CZ3,2004-01-27,1R9F
3CZW,1996-02-06,1MME
3D0M,1996-02-06,1MME
3D0U,2008-07-01,3D0U
3D0X,2008-07-01,3D0U
3D2G,2006-05-08,2CKY
3D2S,2008-12-02,3D2S
3D2V,2006-05-08,2CKY
3D2X,2006-05-08,2CKY
3DEG,1978-04-12,4TNA
3DG0,2006-11-08,2J28
3DG2,2006-11-08,2J28
3DG4,2006-11-08,2J28
3DG5,2006-11-08,2J28
3DH3,2009-04-28,3DH3
3DHS,2009-01-27,3DHS
3DIG,2008-09-16,3DIG
3DIL,2008-09-16,3DIG
3DIM,2008-09-16,3DIG
3DIO,2008-09-16,3DIG
3DIQ,2008-09-16,3DIG
3DIR,2008-09-16,3DIG
3DIS,2008-09-16,3DIG
3DIX,2008-09-16,3DIG
3DIY,2008-09-16,3DIG
3DIZ,2008-09-16,3DIG
3DJ0,2008-09-16,3DIG
3DJ2,2008-09-16,3DIG
3DKN,2008-08-19,3DKN
3DLL,2001-10-26,1JZX
3DS7,2009-02-17,3DS7
3DVV,2005-10-18,1XP7
3DVZ,1999-08-31,1QD7
3DW4,1999-08-31,1QD7
3DW5,1999-08-31,1QD7
3DW6,1999-08-31,1QD7
3DW7,1999-08-31,1QD7
3E2E,2008-11-04,3E2E
3E3J,2008-11-04,3E3J
3E5C,2008-10-07,3E5C
3E5E,2008-10-07,3E5C
3E5F,2008-10-07,3E5C
3EGZ,2008-10-28,3EGZ
3EOG,2008-04-15,3BWP
3EOH,2008-04-15,3BWP
3EP2,1978-04-12,4TNA
3EPH,2008-11-04,3EPH
3EPJ,2008-11-04,3EPH
3EPK,2008-11-04,3EPH
3EPL,2008-11-04,3EPH
3EQ3,1978-04-12,4TNA
3EQ4,1999-08-31,1QD7
3EQT,2009-03-10,3EQT
3ER9,2000-10-30,1DDL
3ERC,2009-06-16,3ERC
3EX7,2002-11-29,1N32
3F2Q,2009-01-27,3F2Q
3F2T,2009-01-27,3F2Q
3F2W,2009-01-27,3F2Q
3F2X,2009-01-27,3F2Q
3F2Y,2009-01-27,3F2Q
3F30,2009-01-27,3F2Q
3F4E,2009-01-27,3F4E
3F4G,2009-01-27,3F4E
3F4H,2009-01-27,3F4E
3F73,2008-12-16,3F73
3FAR,2002-08-23,1JU1
3FHT,1998-04-29,1A34
3FO4,2006-05-23,2B57
3FO6,2009-06-23,3FO6
3FOZ,2008-10-21,3BBV
3FS0,2009-02-24,3FS0
